index,name,type,details,parent_id,parent_name,r_type,default,necessary
2900,value,Image,The image to which the operation is applied.,1005,ee.Image.erf,Image,,1
2901,input,Number,The input value.,1006,ee.Number.erf,Number,,1
2902,input,Array,The input array.,1007,ee.Array.erfInv,Array,,1
2903,value,Image,The image to which the operation is applied.,1008,ee.Image.erfInv,Image,,1
2904,input,Number,The input value.,1009,ee.Number.erfInv,Number,,1
2905,input,Array,The input array.,1010,ee.Array.exp,Array,,1
2906,value,Image,The image to which the operation is applied.,1011,ee.Image.exp,Image,,1
2907,input,Number,The input value.,1012,ee.Number.exp,Number,,1
2908,left,Array,The left-hand value.,1013,ee.Array.first,Array,,1
2909,right,Array,The right-hand value.,1013,ee.Array.first,Array,,1
2910,collection,FeatureCollection,The collection from which to select the first entry.,1014,ee.FeatureCollection.first,FeatureCollection,,1
2911,image1,Image,The image from which the left operand bands are taken.,1015,ee.Image.first,Image,,1
2912,image2,Image,The image from which the right operand bands are taken.,1015,ee.Image.first,Image,,1
2913,imagecollection,ImageCollection,The ImageCollection instance.,1016,ee.ImageCollection.first,ImageCollection,,1
2914,left,Number,The left-hand value.,1017,ee.Number.first,Number,,1
2915,right,Number,The right-hand value.,1017,ee.Number.first,Number,,1
2916,input,Array,The input array.,1018,ee.Array.float,Array,,1
2917,value,Image,The image to which the operation is applied.,1019,ee.Image.float,Image,,1
2918,input,Number,The input value.,1020,ee.Number.float,Number,,1
2919,input,Array,The input array.,1021,ee.Array.floor,Array,,1
2920,value,Image,The image to which the operation is applied.,1022,ee.Image.floor,Image,,1
2921,input,Number,The input value.,1023,ee.Number.floor,Number,,1
2922,date,Date,,1024,ee.Date.format,Date,,1
2923,format,"String, default: null","A pattern, as described at http://joda-time.sourceforge.net/apidocs/org/joda/time/format/DateTimeFormat.html; if omitted will use ISO standard date formatting.",1024,ee.Date.format,String,,0
2924,timeZone,"String, default: null",The time zone (e.g. 'America/Los_Angeles'); defaults to UTC.,1024,ee.Date.format,String,,0
2925,number,Number,The number to convert to a string.,1025,ee.Number.format,Number,,1
2926,pattern,"String, default: ""%s""","A printf-style format string. For example, '%.2f' produces numbers formatted like '3.14', and '%05d' produces numbers formatted like '00042'. The format string must satisfy the following criteria:

1. Zero or more prefix characters.

2. Exactly one '%'.

3. Zero or more modifier characters in the set [#-+ 0,(.\d].

4. Exactly one conversion character in the set [sdoxXeEfgGaA].

5. Zero or more suffix characters.

 

For more about format strings, see https://docs.oracle.com/javase/7/docs/api/java/util/Formatter.html",1025,ee.Number.format,String,"""%s""",0
2927,input,Array,The input array.,1026,ee.Array.gamma,Array,,1
2928,value,Image,The image to which the operation is applied.,1027,ee.Image.gamma,Image,,1
2929,input,Number,The input value.,1028,ee.Number.gamma,Number,,1
2930,left,Array,The left-hand value.,1029,ee.Array.gammainc,Array,,1
2931,right,Array,The right-hand value.,1029,ee.Array.gammainc,Array,,1
2932,image1,Image,The image from which the left operand bands are taken.,1030,ee.Image.gammainc,Image,,1
2933,image2,Image,The image from which the right operand bands are taken.,1030,ee.Image.gammainc,Image,,1
2934,left,Number,The left-hand value.,1031,ee.Number.gammainc,Number,,1
2935,right,Number,The right-hand value.,1031,ee.Number.gammainc,Number,,1
2936,featurecollection,FeatureCollection,The FeatureCollection instance.,1032,ee.FeatureCollection.getDownloadURL,FeatureCollection,,1
2937,format,"String, optional","The format of download, one of:

""csv"", ""json"", ""geojson"", ""kml"", ""kmz"" (""json"" outputs GeoJSON). If unspecified, defaults to ""csv"".",1032,ee.FeatureCollection.getDownloadURL,String,,0
2938,selectors,"List, optional","Feature property names used to select the attributes to be downloaded. If unspecified, all properties are included.",1032,ee.FeatureCollection.getDownloadURL,List,,0
2939,filename,"String, optional","Name of the file to be downloaded; extension is appended by default. If unspecified, defaults to ""table"".",1032,ee.FeatureCollection.getDownloadURL,String,,0
2940,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",1032,ee.FeatureCollection.getDownloadURL,Function,,0
2941,image,Image,The Image instance.,1033,ee.Image.getDownloadURL,Image,,1
2942,params,Object,"An object containing download options with the following possible values:

  - name: a base name to use when constructing filenames. Only applicable when format is ""ZIPPED_GEO_TIFF"" (default) or filePerBand is true. Defaults to the image id (or ""download"" for computed images) when format is ""ZIPPED_GEO_TIFF"" or filePerBand is true, otherwise a random character string is generated. Band names are appended when filePerBand is true.

  - bands: a description of the bands to download. Must be an array of band names or an array of dictionaries, each with the following keys

(optional parameters apply only when filePerBand is true):

    + id: the name of the band, a string, required.

    + crs: an optional CRS string defining the band projection.

    + crs_transform: an optional array of 6 numbers specifying an affine transform from the specified CRS, in row-major order:

[xScale, xShearing, xTranslation, yShearing, yScale, yTranslation]

    + dimensions: an optional array of two integers defining the width and height to which the band is cropped.

    + scale: an optional number, specifying the scale in meters of the band; ignored if crs and crs_transform are specified.

  - crs: a default CRS string to use for any bands that do not explicitly specify one.

  - crs_transform: a default affine transform to use for any bands that do not specify one, of the same format as the crs_transform of bands.

  - dimensions: default image cropping dimensions to use for any bands that do not specify them.

  - scale: a default scale to use for any bands that do not specify one; ignored if crs and crs_transform are specified.

  - region: a polygon specifying a region to download; ignored if crs and crs_transform is specified.

  - filePerBand: whether to produce a separate GeoTIFF per band (boolean). Defaults to true. If false, a single GeoTIFF is produced and all band-level transformations will be ignored.

  - format: the download format. One of: ""ZIPPED_GEO_TIFF"" (GeoTIFF file(s) wrapped in a zip file, default), ""GEO_TIFF"" (GeoTIFF file),

""NPY"" (NumPy binary format). If ""GEO_TIFF"" or ""NPY"", filePerBand and all band-level transformations will be ignored. Loading a NumPy output results in a structured array.",1033,ee.Image.getDownloadURL,Object,,1
2943,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",1033,ee.Image.getDownloadURL,Function,,0
2944,dictionary,Dictionary,,1034,ee.Dictionary.getGeometry,Dictionary,,1
2945,key,String,,1034,ee.Dictionary.getGeometry,String,,1
2946,list,List,,1035,ee.List.getGeometry,List,,1
2947,index,Integer,,1035,ee.List.getGeometry,Integer,,1
2948,params,ThumbnailOptions,"An object containing thumbnail options with the following possible values:

  - image (ee.Image) The image to make a thumbnail.

  - bands (array of strings) An array of band names.

  - format (string) The file format (""png"", ""jpg"", ""geotiff"").

  - name (string): The base name. Use ee.Image.getThumbURL for region, dimensions, and visualization options support.",1036,ee.data.getThumbId,ThumbnailOptions,,1
2949,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",1036,ee.data.getThumbId,Function,,0
2950,image,Image,The Image instance.,1037,ee.Image.getThumbId,Image,,1
2951,params,Object,"Parameters identical to ee.data.getMapId, plus, optionally:

  - dimensions (a number or pair of numbers in format WIDTHxHEIGHT) Maximum dimensions of the thumbnail to render, in pixels. If only one number is passed, it is used as the maximum, and the other dimension is computed by proportional scaling.

  - region Geospatial region of the image to render, it may be an ee.Geometry, GeoJSON, or an array of lat/lon points (E,S,W,N). If not set the default is the bounds image.",1037,ee.Image.getThumbId,Object,,1
2952,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",1037,ee.Image.getThumbId,Function,,0
2953,left,Array,The left-hand value.,1038,ee.Array.gt,Array,,1
2954,right,Array,The right-hand value.,1038,ee.Array.gt,Array,,1
2955,image1,Image,The image from which the left operand bands are taken.,1039,ee.Image.gt,Image,,1
2956,image2,Image,The image from which the right operand bands are taken.,1039,ee.Image.gt,Image,,1
2957,left,Number,The left-hand value.,1040,ee.Number.gt,Number,,1
2958,right,Number,The right-hand value.,1040,ee.Number.gt,Number,,1
2959,left,Array,The left-hand value.,1041,ee.Array.gte,Array,,1
2960,right,Array,The right-hand value.,1041,ee.Array.gte,Array,,1
2961,image1,Image,The image from which the left operand bands are taken.,1042,ee.Image.gte,Image,,1
2962,image2,Image,The image from which the right operand bands are taken.,1042,ee.Image.gte,Image,,1
2963,left,Number,The left-hand value.,1043,ee.Number.gte,Number,,1
2964,right,Number,The right-hand value.,1043,ee.Number.gte,Number,,1
2965,left,Array,The left-hand value.,1044,ee.Array.hypot,Array,,1
2966,right,Array,The right-hand value.,1044,ee.Array.hypot,Array,,1
2967,image1,Image,The image from which the left operand bands are taken.,1045,ee.Image.hypot,Image,,1
2968,image2,Image,The image from which the right operand bands are taken.,1045,ee.Image.hypot,Image,,1
2969,left,Number,The left-hand value.,1046,ee.Number.hypot,Number,,1
2970,right,Number,The right-hand value.,1046,ee.Number.hypot,Number,,1
2971,input,Array,The input array.,1047,ee.Array.int,Array,,1
2972,value,Image,The image to which the operation is applied.,1048,ee.Image.int,Image,,1
2973,input,Number,The input value.,1049,ee.Number.int,Number,,1
2974,input,Array,The input array.,1050,ee.Array.int16,Array,,1
2975,value,Image,The image to which the operation is applied.,1051,ee.Image.int16,Image,,1
2976,input,Number,The input value.,1052,ee.Number.int16,Number,,1
2977,input,Array,The input array.,1053,ee.Array.int32,Array,,1
2978,value,Image,The image to which the operation is applied.,1054,ee.Image.int32,Image,,1
2979,input,Number,The input value.,1055,ee.Number.int32,Number,,1
2980,input,Array,The input array.,1056,ee.Array.int64,Array,,1
2981,value,Image,The image to which the operation is applied.,1057,ee.Image.int64,Image,,1
2982,input,Number,The input value.,1058,ee.Number.int64,Number,,1
2983,input,Array,The input array.,1059,ee.Array.int8,Array,,1
2984,value,Image,The image to which the operation is applied.,1060,ee.Image.int8,Image,,1
